// Generated by InstanceGenerator.py v0.1
// Juan Francisco Martinez Vera
// AMMM - MIRI, FIB UPC
//
// RAND_SEED=1484818991

bigM=100000;

nLocations=10;
startLocation=8;
distances=[   [0, 443, 139, 322, 218, 325, 354, 134, 382, 210],
    [443, 0, 391, 122, 436, 369, 384, 326, 64, 366],
    [139, 391, 0, 271, 330, 186, 215, 80, 327, 297],
    [322, 122, 271, 0, 346, 283, 304, 204, 60, 278],
    [218, 436, 330, 346, 0, 492, 522, 274, 396, 69],
    [325, 369, 186, 283, 492, 0, 30, 218, 312, 444],
    [354, 384, 215, 304, 522, 30, 0, 248, 330, 474],
    [134, 326, 80, 204, 274, 218, 248, 0, 263, 231],
    [382, 64, 327, 60, 396, 312, 330, 263, 0, 327],
    [210, 366, 297, 278, 69, 444, 474, 231, 327, 0]]
;
task=[401, 35, 101, 251, 54, 72, 136, 0, 108, 24]
;
minW=[28, 170, 74, 15, 185, 37, 119, 0, 49, 49]
;
maxW=[168, 643, 549, 609, 428, 709, 398, 720, 590, 416]
;
