// Generated by InstanceGenerator.py v0.1
// Juan Francisco Martinez Vera
// AMMM - MIRI, FIB UPC
//
// RAND_SEED=1484822130

bigM=100000;

nLocations=10;
startLocation=3;
distances=[   [0, 447, 132, 161, 169, 70, 113, 234, 397, 272],
    [447, 0, 327, 499, 347, 402, 539, 414, 84, 343],
    [132, 327, 0, 255, 71, 124, 243, 170, 268, 261],
    [161, 499, 255, 0, 315, 131, 106, 393, 473, 206],
    [169, 347, 71, 315, 0, 185, 283, 100, 276, 332],
    [70, 402, 124, 131, 185, 0, 137, 270, 362, 201],
    [113, 539, 243, 106, 283, 137, 0, 340, 498, 295],
    [234, 414, 170, 393, 100, 270, 340, 0, 335, 432],
    [397, 84, 268, 473, 276, 362, 498, 335, 0, 348],
    [272, 343, 261, 206, 332, 201, 295, 432, 348, 0]]
;
task=[448, 28, 0, 157, 246, 269, 6, 263, 168, 197]
;
minW=[6, 53, 0, 195, 13, 38, 86, 21, 99, 232]
;
maxW=[492, 484, 720, 308, 522, 366, 488, 438, 566, 339]
;
